source_platform,source_platform_url,data.id,data.desc,data.createTime,data.stats.collectCount,data.stats.commentCount,data.stats.diggCount,data.stats.playCount,data.stats.shareCount,data.author.nickname,data.author.id,data.duetDisplay,data.duetEnabled,data.author.uniqueId,video_url,sentiment_rulebased,voting.topic,engagement_score
tiktok.com,https://www.tiktok.com/@gruenech,7506781030330748182,"Wir müssen so dringend darüber sprechen!  In #gaza ist die humanitäre Lage katastrophal...  Netanjahu und seine rechtsextreme Regierung hungern das palästinensische Volk weiter aus, verweigern die medizinische Versorgung und bombardieren den Gazastreifen mit aller Härte. Bundesrat Ignazio Cassis muss sofort handeln und seinen Möglichkeiten ausschöpfen, um sich für die palästinensische Zivilbevölkerung einzusetzen. ✍️ Unterschreibe jetzt unseren offenen Brief an den Bundesrat. So können wir gemeinsam Druck aufbauen.  Den Link findest du in der Bio",2025-05-21 06:24:27,8,23,189,1956,8,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7506781030330748182,-0.59,0,5.442136435750166
tiktok.com,https://www.tiktok.com/@gruenech,7502102737564257558,"Wie oft müssen wir’s noch sagen? 🤯 Neue AKW bauen lohnt sich nicht! @Aline Trede brachte es in der Arena auf den Punkt: Erneuerbare Energie ist die Zukunft – umweltfreundlich, sicher & unabhängig🌞🌬️💧 #Klimaschutz #SwissPolitics #CHpolitics #Arena",2025-05-08 15:50:12,9,55,72,3995,6,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7502102737564257558,0.38,0,6.10316226768216
tiktok.com,https://www.tiktok.com/@gruenech,7499404917828881687,"Endlich gleichen Lohn für gleiche Arbeit! 💥✊ Am 1. Mai sind wir auf der Strasse – für alle Frauen, für Gleichstellung, für Gerechtigkeit💜  Komm auch!",2025-05-01 09:21:19,2,11,110,1831,1,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7499404917828881687,0.01,0,0.19062850270754028
tiktok.com,https://www.tiktok.com/@gruenech,7497277170377706774,"🌍 Die Schweiz? Erwärmt sich doppelt so schnell wie der Rest der Welt.   🧊 Gletscher? Am Wegschmelzen.   ☀️ Hitzetage? Werden Standard.   🌪️ Unwetter? Kommen öfter, kommen härter.     Und das? Passiert nicht irgendwann – es passiert jetzt.  ",2025-04-25 15:44:33,12,70,332,17500,8,Grüne Schweiz,6937189964334171141,0,,gruenech,https://www.tiktok.com/@gruenech/video/7497277170377706774,-0.03,0,20.810942604910927
tiktok.com,https://www.tiktok.com/@gruenech,7492759200083365142,"Martullo, you dreamer… ✍️ Unterschreib jetzt unsere Petition gegen PFAS, damit wir die Trinkwasserverschmutzung in der Schweiz stoppen 💧 #PFAS",2025-04-13 11:32:31,2,7,39,761,0,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7492759200083365142,0.0,0,-2.381563334169039
tiktok.com,https://www.tiktok.com/@gruenech,7492102197744880918,"Wir sind auf der Strasse: in Bern, Aarau, Luzern, Zürich & Neuchâtel.  🌍 Für Klimagerechtigkeit. Für globale Solidarität. Für unsere Zukunft.  Trotz Trump & Co. bleiben wir laut – denn es braucht uns mehr denn je. 💚",2025-04-11 17:03:01,2,17,51,1850,0,Grüne Schweiz,6937189964334171141,0,,gruenech,https://www.tiktok.com/@gruenech/video/7492102197744880918,0.0,0,-0.8056376533221727
tiktok.com,https://www.tiktok.com/@gruenech,7491355222648917270,Volle Solidarität mit den KlimaSeniorinnen 💚 #ZusammenFürsKlima,2025-04-09 16:44:23,0,25,24,1800,3,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7491355222648917270,0.0,0,0.5524191256737994
tiktok.com,https://www.tiktok.com/@gruenech,7490854676485721366,Lisa Mazzone gestern im 10vor10 📺  #News #Politok #PoliTikTok #Swisstok #SwissPolitics ,2025-04-08 08:22:03,1,6,37,1294,0,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7490854676485721366,0.0,0,-2.1523663797492816
tiktok.com,https://www.tiktok.com/@gruenech,7488759120854551830,"Elternschaft ist eine gemeinsame Verantwortung. Deshalb starten wir heute mit der Familienzeit-Initiative! Jetzt unterschreiben und deinen Freund*innen weitererzählen! 💜 Danke für deinen Einsatz, @florencebrenzikofer! #swisspolitics #politik #politiktiktok #schweiz #Gleichstellung #Familienzeit #Elternzeit  ",2025-04-02 16:50:11,0,22,33,643,0,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7488759120854551830,0.2,0,-1.514676220385383
tiktok.com,https://www.tiktok.com/@gruenech,7488630589998779670,"Big up für alle Eltern! 🍼 Big up für alle Kinder! 🐣 Aber kein big up für die Schweiz, die im Mittelalter der Familienpolitik stecken geblieben ist. ❌ Deswegen starten wir heute mit der Familienzeit-Initiative! Ab heute kannst du sie unterschreiben. Den Link findest du in der Bio.",2025-04-02 08:31:25,4,4,111,3397,1,Grüne Schweiz,6937189964334171141,0,True,gruenech,https://www.tiktok.com/@gruenech/video/7488630589998779670,0.0,0,0.6979250677694933
